name,test_loss (~),test_loss,test_perplexity,lm-eval-avg-acc,lm-eval-avg-acc-std,-,-,-,-,-,I.isotropy,I.max norm,I.avg norm,I.min norm,I.mu norm,I.ratio norm,I.fhs_cos_sim,I.fhs_dot_prod,I.eb_cos_sim,-,O.isotropy,O.max norm,O.avg norm,O.min norm,O.mu norm,O.ratio norm,O.fhs_cos_sim,O.fhs_dot_prod,O.eb_cos_sim,O.eb_dot_sim,"O.corr_p(norm, lbp)","O.corr_s(norm, lbp)","O.corr_p(Emu, lbp)","O.corr_s(Emu, lbp)",O.Smin,O.Smax,O.Smin/Smax,O.logits_mean_mean,O.logits_mean_std,O.logits_std_mean,O.logits_std_std,O.logits_mean_absmean,O.logits_mean_absmax,H.mean_logsqZ,time
worA0Z-109M-13p1B-100k-bs64-lr30-zloss-g1e-01-s1,3.184,3.184,24.153,,,-,-,-,-,-,0.335,16.912,12.917,0.920,1.130,0.087,-0.1260,-19.0016,25.3,-,0.000,21.192,11.608,6.367,9.659,0.832,-0.0082,-0.1455,29.1,8.4,-0.525,-0.571,-0.468,-0.512,3.83,2219.81,0.17%,-19.0000,4.0312,2.4688,0.8398,19.0000,44.0000,232.5,21020.6
worA0Z-109M-13p1B-100k-bs64-lr30-zloss-g1e-07-s1,3.202,3.202,24.592,,,-,-,-,-,-,0.200,16.108,12.914,0.920,1.098,0.085,-0.0479,-3.3359,28.1,-,0.005,23.335,8.976,3.915,6.839,0.762,0.0222,0.2479,15.3,2.7,-0.518,-0.569,-0.579,-0.554,2.37,1690.83,0.14%,-3.3438,3.0000,8.1250,0.3535,7.4062,23.2500,293.9,20970.4
worA0Z-109M-13p1B-100k-bs64-lr300-zloss-g1e+02-s1,4.764,4.764,117.219,,,-,-,-,-,-,0.000,268.556,31.835,0.920,8.101,0.254,-0.3408,-17.4452,33.2,-,0.000,73.518,30.370,6.705,11.497,0.379,-0.0300,-1.0804,33.1,28.6,0.038,-0.085,-0.047,-0.319,16.73,2909.64,0.57%,-17.5000,4.1250,1.7031,0.5781,17.5000,49.2500,41.7,20835.7
worA0Z-109M-13p1B-100k-bs64-lr300-zloss-g1e-01-s1,3.203,3.203,24.597,,,-,-,-,-,-,0.000,272.780,108.899,0.920,9.242,0.085,-0.0357,-19.0622,39.8,-,0.000,247.915,178.779,85.925,169.225,0.947,0.0826,2.4072,24.0,-2.8,-0.515,-0.489,-0.472,-0.447,19.37,38220.39,0.05%,-19.1250,3.7969,2.5156,0.8164,19.1250,41.5000,41.8,20832.4
worA0Z-109M-13p1B-100k-bs64-lr300-zloss-g1e-07-s1,3.231,3.231,25.294,,,-,-,-,-,-,0.000,315.316,111.025,0.920,9.754,0.088,0.0197,8.8511,39.8,-,0.000,159.702,82.375,43.751,63.528,0.771,-0.0587,-4.0531,20.6,8.2,-0.470,-0.489,-0.558,-0.522,8.08,15211.69,0.05%,8.8125,3.2500,21.0000,0.7812,18.5000,35.5000,51.0,20803.9
worA0Z-109M-13p1B-100k-bs64-lr3000-zloss-g1e+02-s1,10.812,10.812,49637.410,,,-,-,-,-,-,0.000,284.358,35.443,0.920,0.492,0.014,0.0000,0.0000,5.9,-,0.000,797.255,77.868,27.151,34.386,0.442,0.0000,0.0000,-5.4,-15.4,0.767,0.776,0.152,0.537,195.46,8366.37,2.34%,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.8,20492.9
worA0Z-109M-13p1B-100k-bs64-lr3000-zloss-g1e-01-s1,3.383,3.383,29.453,,,-,-,-,-,-,0.000,1842.029,458.231,0.920,61.310,0.134,-0.0198,-18.6298,49.8,-,0.000,1219.491,962.086,440.410,870.899,0.905,-0.0050,-0.3311,29.9,4.1,-0.525,-0.441,-0.581,-0.470,112.62,196328.56,0.06%,-18.6250,3.2656,3.4219,1.1172,18.6250,48.7500,41.7,20844.1
worA0Z-109M-13p1B-100k-bs64-lr3000-zloss-g1e-07-s1,3.459,3.459,31.799,,,-,-,-,-,-,0.000,1440.751,491.924,0.920,64.921,0.132,0.1642,248.1504,57.2,-,0.000,942.127,562.163,299.783,441.209,0.785,-0.0030,-0.6657,24.6,2.1,-0.466,-0.489,-0.582,-0.561,135.60,103594.77,0.13%,248.0000,4.0000,282.0000,2.0156,248.0000,266.0000,42.1,20788.0
worC0E-221M-13p1B-100k-bs64-lr10-muloss-g1e+02-s1,3.050,3.050,21.119,,,-,-,-,-,-,0.735,6.109,5.015,0.931,0.319,0.064,-0.7592,-0.0301,7.7,-,0.720,5.069,2.166,0.382,0.001,0.001,0.0537,0.5222,31.8,29.7,0.228,0.056,-0.273,-0.102,1.52,206.52,0.74%,-0.0302,2.2969,0.0283,0.2275,1.7422,16.2500,1693.1,39667.7
worC0E-221M-13p1B-100k-bs64-lr10-muloss-g1e-04-s1,3.052,3.052,21.155,,,-,-,-,-,-,0.713,5.924,5.019,0.931,0.332,0.066,-0.0758,-3.0720,13.7,-,0.097,6.940,3.109,1.602,2.032,0.654,0.0496,0.3282,15.6,12.5,-0.478,-0.579,-0.624,-0.631,2.12,485.30,0.44%,-3.0781,2.6406,4.9375,0.3047,5.1875,18.7500,669.2,39995.3
worC0E-221M-13p1B-100k-bs64-lr10-muloss-g1e-07-s1,3.050,3.050,21.124,,,-,-,-,-,-,0.580,6.174,5.019,0.931,0.325,0.065,-0.0212,-1.0194,7.3,-,0.088,6.799,3.271,1.582,2.184,0.668,0.0910,0.6531,15.3,13.1,-0.576,-0.652,-0.729,-0.711,2.07,522.13,0.40%,-1.0234,2.7656,4.6562,0.2832,4.3125,18.8750,731.0,39660.3
worC0E-221M-13p1B-100k-bs64-lr100-muloss-g1e+02-s1,3.064,3.064,21.405,,,-,-,-,-,-,0.000,69.832,45.225,0.931,4.140,0.092,-0.6784,-0.0007,30.9,-,0.000,63.381,19.206,10.065,0.000,0.000,0.0203,0.4182,28.8,22.5,-0.250,-0.179,0.436,0.362,9.75,1967.55,0.50%,-0.0010,2.7812,0.0008,0.6523,2.1094,20.7500,47.2,39844.7
worC0E-221M-13p1B-100k-bs64-lr100-muloss-g1e-04-s1,3.075,3.075,21.656,,,-,-,-,-,-,0.000,71.270,45.572,0.931,4.145,0.091,0.1019,27.4021,30.1,-,0.000,362.396,37.478,13.872,11.480,0.306,-0.0225,-2.1872,11.6,4.6,-0.512,-0.320,0.416,-0.049,5.32,11573.16,0.05%,27.3750,3.2344,19.7500,0.7734,30.3750,48.2500,177.6,39747.5
worC0E-221M-13p1B-100k-bs64-lr100-muloss-g1e-07-s1,3.075,3.075,21.646,,,-,-,-,-,-,0.000,68.858,44.134,0.931,3.783,0.086,-0.0081,-1.1397,26.2,-,0.000,50.870,28.036,14.040,18.938,0.675,-0.0385,-1.0825,18.6,13.3,-0.593,-0.661,-0.723,-0.719,7.68,4514.35,0.17%,-1.1406,3.2188,5.2500,0.5312,5.0312,21.1250,52.0,41800.9
worC0E-221M-13p1B-100k-bs64-lr1000-muloss-g1e+02-s1,3.113,3.113,22.494,,,-,-,-,-,-,0.000,518.521,261.437,0.931,33.523,0.128,-0.9349,-0.0000,47.2,-,0.000,62.333,30.538,5.435,0.000,0.000,0.0115,0.2508,61.4,59.2,0.741,0.734,-0.376,-0.240,44.02,954.78,4.61%,-0.0000,2.5469,0.0000,0.6602,1.9531,17.3750,45.2,39750.7
worC0E-221M-13p1B-100k-bs64-lr1000-muloss-g1e-04-s1,3.140,3.140,23.095,,,-,-,-,-,-,0.000,512.812,253.043,0.931,36.719,0.145,0.1996,0.5662,55.5,-,0.000,325.964,152.602,50.665,9.320,0.061,0.0199,0.2226,37.6,36.3,0.266,0.099,-0.242,-0.157,41.48,5470.42,0.76%,0.5664,2.5312,9.4375,1.0938,7.7812,23.0000,45.3,39552.0
worC0E-221M-13p1B-100k-bs64-lr1000-muloss-g1e-07-s1,3.337,3.337,28.133,,,-,-,-,-,-,0.000,505.134,263.432,0.931,35.059,0.133,0.1842,379.2794,47.6,-,0.000,413.866,245.514,128.154,169.226,0.689,-0.0678,-28.9277,22.0,4.7,-0.320,-0.361,-0.434,-0.410,64.94,39642.52,0.16%,380.0000,17.5000,320.0000,14.2500,380.0000,402.0000,52.7,39656.8
worC0E-221M-13p1B-100k-bs64-lr3-muloss-g1e+02-s1,3.088,3.088,21.935,,,-,-,-,-,-,0.947,2.031,1.816,0.931,0.055,0.030,-0.8112,-0.0776,13.1,-,0.951,2.303,0.788,0.238,0.002,0.003,0.0621,0.1565,32.4,32.4,-0.207,0.059,-0.273,-0.102,1.08,80.43,1.34%,-0.0776,2.0625,0.0615,0.1455,1.5547,15.6875,2947.1,39779.8
worC0E-221M-13p1B-100k-bs64-lr3-muloss-g1e-04-s1,3.090,3.090,21.985,,,-,-,-,-,-,0.946,2.024,1.816,0.931,0.056,0.031,-0.1161,-3.6935,9.5,-,0.317,2.817,1.472,0.631,1.189,0.808,-0.0027,-0.0041,8.7,2.6,-0.613,-0.633,-0.714,-0.662,1.18,282.05,0.42%,-3.6875,2.3906,4.1250,0.1895,4.9375,16.8750,1715.5,39834.7
worC0E-221M-13p1B-100k-bs64-lr3-muloss-g1e-07-s1,3.090,3.090,21.984,,,-,-,-,-,-,0.946,2.024,1.816,0.931,0.056,0.031,-0.1303,-4.1453,8.5,-,0.312,2.963,1.490,0.620,1.211,0.812,-0.0011,-0.0016,10.3,3.2,-0.645,-0.655,-0.739,-0.684,1.19,287.43,0.41%,-4.1562,2.4219,3.9375,0.1982,5.2188,16.8750,1586.6,39685.2
worC0E-221M-13p1B-100k-bs64-lr30-muloss-g1e+02-s1,3.046,3.046,21.029,,,-,-,-,-,-,0.267,19.015,14.466,0.931,1.228,0.085,-0.7870,-0.0078,31.8,-,0.000,51.979,8.040,3.422,0.001,0.000,-0.0176,-0.3525,26.7,23.3,-0.511,-0.347,-0.045,0.017,1.47,1744.04,0.08%,-0.0078,2.4688,0.0086,0.3145,1.8828,16.8750,898.1,39842.2
worC0E-221M-13p1B-100k-bs64-lr30-muloss-g1e-04-s1,3.050,3.050,21.126,,,-,-,-,-,-,0.068,19.495,14.466,0.931,1.252,0.087,0.0946,14.2509,32.2,-,0.001,15.592,8.660,4.288,5.472,0.632,-0.0001,-0.0051,30.6,15.3,-0.382,-0.453,-0.410,-0.450,3.03,1287.53,0.24%,14.2500,2.8594,10.0000,0.3594,15.7500,32.7500,655.9,39870.7
worC0E-221M-13p1B-100k-bs64-lr30-muloss-g1e-07-s1,3.048,3.048,21.081,,,-,-,-,-,-,0.075,18.874,14.484,0.931,1.245,0.086,0.0182,1.9520,23.1,-,0.008,20.679,10.130,4.268,7.393,0.730,-0.0423,-0.7641,15.5,-0.9,-0.490,-0.488,-0.582,-0.524,3.99,1786.79,0.22%,1.9531,3.1562,7.7500,0.4570,6.7812,23.6250,282.9,39746.1
worC0E-221M-13p1B-100k-bs64-lr300-muloss-g1e+02-s1,3.104,3.104,22.297,,,-,-,-,-,-,0.000,175.007,97.432,0.931,15.037,0.154,-0.9390,-0.0001,41.5,-,0.000,50.120,25.183,8.756,0.000,0.000,0.0033,0.1015,57.7,54.9,0.681,0.679,-0.252,-0.092,37.85,720.69,5.25%,-0.0001,2.3438,0.0001,0.6797,1.7734,16.8750,45.3,39761.6
worC0E-221M-13p1B-100k-bs64-lr300-muloss-g1e-04-s1,3.084,3.084,21.850,,,-,-,-,-,-,0.000,597.950,115.737,0.931,9.285,0.080,0.0219,1.2118,25.7,-,0.000,352.509,66.024,30.821,10.775,0.163,0.0011,0.0527,20.5,11.1,-0.496,-0.250,0.401,-0.046,19.46,12618.07,0.15%,1.2031,3.1875,4.2500,0.9258,4.3125,21.0000,46.6,39630.4
worC0E-221M-13p1B-100k-bs64-lr300-muloss-g1e-07-s1,3.102,3.102,22.243,,,-,-,-,-,-,0.000,613.452,114.740,0.931,8.938,0.078,0.0184,8.8645,32.5,-,0.000,143.068,86.751,50.398,61.895,0.713,-0.0025,-0.1766,24.5,4.7,-0.407,-0.416,-0.543,-0.489,8.65,14547.67,0.06%,8.8750,3.2500,36.7500,0.8359,32.5000,50.0000,57.7,39709.3
worC0E-221M-13p1B-100k-bs64-lr3000-muloss-g1e+02-s1,3.186,3.186,24.202,,,-,-,-,-,-,0.000,1657.632,551.243,0.931,74.933,0.136,-0.8647,-0.0000,44.3,-,0.000,61.047,30.907,4.079,0.000,0.000,0.0605,1.7951,59.4,57.4,0.765,0.760,-0.458,-0.363,38.20,1120.29,3.41%,-0.0000,2.6562,0.0000,0.6055,2.0469,17.3750,45.2,39688.5
worC0E-221M-13p1B-100k-bs64-lr3000-muloss-g1e-04-s1,3.195,3.195,24.402,,,-,-,-,-,-,0.000,1617.214,476.448,0.931,70.066,0.147,-0.8145,-1.4619,49.8,-,0.000,595.031,319.439,143.891,6.626,0.021,0.0368,0.6993,38.4,37.4,0.157,0.002,-0.211,-0.200,122.97,19087.78,0.64%,-1.4609,2.5156,2.2812,0.5352,2.9062,16.5000,45.2,39736.3
worC0E-221M-13p1B-100k-bs64-lr3000-muloss-g1e-07-s1,3.411,3.411,30.303,,,-,-,-,-,-,0.000,1715.490,499.181,0.931,64.207,0.129,0.1779,219.8059,47.6,-,0.000,831.738,518.816,308.794,353.450,0.681,-0.0279,-6.2556,19.8,3.6,-0.039,0.004,0.133,0.144,123.59,81614.34,0.15%,220.0000,8.6250,392.0000,14.6250,220.0000,241.0000,46.1,39668.9
worC0Z-221M-13p1B-100k-bs64-lr10-zloss-g1e+02-s1,3.528,3.528,34.054,,,-,-,-,-,-,0.441,6.088,4.475,0.931,0.804,0.180,-0.2974,-18.9021,48.9,-,0.033,9.502,6.243,1.567,2.341,0.375,0.0244,0.5326,53.9,52.9,-0.225,-0.430,-0.238,-0.328,2.88,611.45,0.47%,-18.8750,4.3438,2.7031,1.2188,18.8750,46.2500,67.2,40233.5
worC0Z-221M-13p1B-100k-bs64-lr10-zloss-g1e-01-s1,3.040,3.040,20.901,,,-,-,-,-,-,0.726,5.959,5.030,0.931,0.305,0.061,-0.2403,-18.6777,27.2,-,0.025,8.136,4.471,2.619,3.513,0.786,0.0070,0.0470,25.8,11.0,-0.614,-0.636,-0.701,-0.633,2.30,796.26,0.29%,-18.6250,3.7344,2.3594,0.6914,18.6250,40.7500,466.7,40054.3
worC0Z-221M-13p1B-100k-bs64-lr10-zloss-g1e-07-s1,3.050,3.050,21.117,,,-,-,-,-,-,0.717,6.097,5.019,0.931,0.326,0.065,-0.0532,-2.6417,14.8,-,0.084,6.843,3.235,1.480,2.164,0.669,0.0563,0.4208,14.5,13.3,-0.530,-0.614,-0.683,-0.657,1.89,516.49,0.37%,-2.6406,2.6875,6.3438,0.3066,5.7812,19.2500,535.4,40275.0
worC0Z-221M-13p1B-100k-bs64-lr100-zloss-g1e+02-s1,4.617,4.617,101.157,,,-,-,-,-,-,0.000,91.313,20.820,0.931,6.158,0.296,-0.3194,-17.5914,29.5,-,0.000,50.724,21.752,6.024,9.477,0.436,-0.0445,-1.5933,28.4,18.4,0.084,-0.036,0.021,-0.171,1.50,2435.29,0.06%,-17.6250,4.0625,1.8906,0.5547,17.6250,43.7500,45.7,40160.7
worC0Z-221M-13p1B-100k-bs64-lr100-zloss-g1e-01-s1,3.052,3.052,21.165,,,-,-,-,-,-,0.000,65.268,41.573,0.931,3.376,0.081,-0.0999,-19.4724,42.1,-,0.000,78.347,43.193,22.011,35.577,0.824,-0.0207,-0.3832,26.3,10.0,-0.318,-0.370,-0.211,-0.230,11.92,8173.46,0.15%,-19.5000,4.1875,2.6406,0.6875,19.5000,48.2500,46.6,40138.5
worC0Z-221M-13p1B-100k-bs64-lr100-zloss-g1e-07-s1,3.076,3.076,21.681,,,-,-,-,-,-,0.000,68.729,45.048,0.931,3.901,0.087,0.0136,6.0101,24.4,-,0.000,90.199,45.182,15.422,38.960,0.862,-0.0431,-1.9015,9.2,-0.6,-0.553,-0.592,-0.607,-0.608,7.30,9173.25,0.08%,6.0000,3.1562,10.5000,0.4863,10.4375,27.7500,152.1,39913.4
worC0Z-221M-13p1B-100k-bs64-lr1000-zloss-g1e+02-s1,6.500,6.500,664.879,,,-,-,-,-,-,0.000,363.915,75.177,0.931,5.556,0.074,-0.1902,-14.9618,5.5,-,0.000,241.799,77.799,9.193,25.248,0.325,0.0024,0.0411,20.0,14.5,0.664,0.622,-0.176,-0.411,77.47,6665.15,1.16%,-14.9375,3.5938,1.1016,0.6875,14.9375,48.2500,45.2,40003.9
worC0Z-221M-13p1B-100k-bs64-lr1000-zloss-g1e-01-s1,3.126,3.126,22.790,,,-,-,-,-,-,0.000,521.145,264.370,0.931,38.211,0.145,-0.0057,-19.2601,52.7,-,0.000,777.151,575.770,234.622,537.690,0.934,-0.0490,-11.7448,25.4,1.4,-0.556,-0.504,-0.497,-0.456,22.06,121503.05,0.02%,-19.2500,3.8750,2.8594,1.1875,19.2500,44.0000,46.1,39970.3
worC0Z-221M-13p1B-100k-bs64-lr1000-zloss-g1e-07-s1,3.232,3.232,25.321,,,-,-,-,-,-,0.000,584.733,256.489,0.931,37.540,0.146,0.1273,201.3626,51.1,-,0.000,453.259,262.396,127.106,191.779,0.731,0.0238,7.3718,21.6,1.0,-0.461,-0.470,-0.545,-0.517,104.66,45959.88,0.23%,201.0000,5.4062,204.0000,3.7656,201.0000,221.0000,46.1,40035.9
worC0Z-221M-13p1B-100k-bs64-lr3-zloss-g1e+02-s1,3.489,3.489,32.768,,,-,-,-,-,-,0.736,2.136,1.771,0.931,0.290,0.164,-0.4632,-18.1589,53.7,-,0.152,4.636,2.657,1.230,1.867,0.703,0.0198,0.1203,48.5,38.4,-0.463,-0.627,-0.457,-0.540,3.15,437.38,0.72%,-18.1250,3.5781,2.2500,0.6133,18.1250,34.0000,54.1,39863.5
worC0Z-221M-13p1B-100k-bs64-lr3-zloss-g1e-01-s1,3.080,3.080,21.748,,,-,-,-,-,-,0.928,2.024,1.817,0.931,0.058,0.032,-0.1594,-18.1383,6.8,-,0.067,4.309,2.810,1.310,2.641,0.940,-0.0217,-0.0541,26.3,-5.3,-0.631,-0.583,-0.642,-0.561,1.50,597.85,0.25%,-18.1250,3.2500,2.1406,0.4746,18.1250,35.0000,683.6,39870.4
worC0Z-221M-13p1B-100k-bs64-lr3-zloss-g1e-07-s1,3.091,3.091,21.990,,,-,-,-,-,-,0.946,2.023,1.816,0.931,0.056,0.031,-0.1535,-4.4478,14.9,-,0.310,2.904,1.494,0.634,1.214,0.813,0.0084,0.0113,10.5,3.8,-0.646,-0.654,-0.739,-0.681,1.21,288.11,0.42%,-4.4375,2.4062,4.1250,0.1885,5.5000,17.0000,1678.3,39893.4
worC0Z-221M-13p1B-100k-bs64-lr30-zloss-g1e+02-s1,3.570,3.570,35.508,,,-,-,-,-,-,0.073,20.504,10.485,0.931,1.434,0.137,-0.1844,-18.5799,45.2,-,0.000,27.285,16.401,1.900,4.005,0.244,-0.0040,-0.1441,57.0,56.0,-0.031,-0.213,-0.164,-0.244,1.65,1167.39,0.14%,-18.6250,4.4688,2.2656,0.9688,18.6250,61.0000,221.4,40180.2
worC0Z-221M-13p1B-100k-bs64-lr30-zloss-g1e-01-s1,3.034,3.034,20.782,,,-,-,-,-,-,0.260,18.802,14.506,0.931,1.199,0.083,-0.1759,-19.1562,31.2,-,0.000,22.342,12.029,7.224,9.194,0.764,0.0640,0.9088,37.3,23.4,-0.521,-0.558,-0.577,-0.564,4.72,2089.67,0.23%,-19.1250,4.1875,2.4219,0.6992,19.1250,44.7500,116.2,40295.9
worC0Z-221M-13p1B-100k-bs64-lr30-zloss-g1e-07-s1,3.049,3.049,21.094,,,-,-,-,-,-,0.265,19.252,14.474,0.931,1.255,0.087,0.0137,1.3262,18.5,-,0.012,19.170,10.556,4.604,7.884,0.747,0.0148,0.2275,19.7,14.2,-0.653,-0.720,-0.725,-0.736,3.44,1860.76,0.19%,1.3281,2.8906,6.2812,0.3223,5.3438,20.8750,268.3,40319.9
worC0Z-221M-13p1B-100k-bs64-lr300-zloss-g1e+02-s1,4.904,4.904,134.811,,,-,-,-,-,-,0.000,335.357,39.195,0.931,9.451,0.241,-0.4407,-17.5401,25.1,-,0.000,70.127,30.660,10.386,10.767,0.351,0.0563,1.9668,30.8,27.2,-0.100,-0.215,-0.130,-0.239,16.68,2798.00,0.60%,-17.5000,4.7812,1.7266,0.8359,17.5000,61.5000,45.3,39945.3
worC0Z-221M-13p1B-100k-bs64-lr300-zloss-g1e-01-s1,3.076,3.076,21.671,,,-,-,-,-,-,0.000,635.181,112.165,0.931,9.443,0.084,-0.0163,-19.3415,32.5,-,0.000,279.082,206.595,86.157,194.483,0.941,0.0210,1.2053,27.5,1.7,-0.536,-0.521,-0.458,-0.455,13.06,43923.60,0.03%,-19.3750,4.6250,2.6250,1.8203,19.3750,50.5000,46.5,40243.2
worC0Z-221M-13p1B-100k-bs64-lr300-zloss-g1e-07-s1,3.092,3.092,22.029,,,-,-,-,-,-,0.000,665.414,120.418,0.931,9.685,0.080,0.0200,15.0121,29.0,-,0.000,162.098,93.578,46.931,68.284,0.730,-0.0112,-1.1944,26.2,11.0,-0.522,-0.491,-0.650,-0.563,8.44,16209.21,0.05%,15.0000,3.2031,17.3750,0.9531,19.6250,37.0000,47.7,40125.4
worC0Z-221M-13p1B-100k-bs64-lr3000-zloss-g1e+02-s1,10.812,10.812,49637.410,,,-,-,-,-,-,0.000,220.514,26.647,0.931,0.633,0.024,0.0000,0.0000,-6.9,-,0.000,964.347,70.918,22.339,37.525,0.529,0.0000,0.0000,1.3,-2.9,0.726,0.744,0.202,0.383,37.84,8872.32,0.43%,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.2,39153.5
worC0Z-221M-13p1B-100k-bs64-lr3000-zloss-g1e-01-s1,3.433,3.433,30.958,,,-,-,-,-,-,0.000,1678.160,442.276,0.931,65.031,0.147,-0.0031,-20.2920,41.8,-,0.000,1355.233,1072.589,468.705,1002.054,0.934,0.0446,18.8929,27.2,-0.7,-0.627,-0.578,-0.648,-0.604,40.42,226045.02,0.02%,-20.3750,4.4375,5.7812,3.2188,20.3750,64.0000,45.8,39890.8
worC0Z-221M-13p1B-100k-bs64-lr3000-zloss-g1e-07-s1,3.541,3.541,34.492,,,-,-,-,-,-,0.000,1638.204,488.340,0.931,61.994,0.127,0.0616,294.2991,51.5,-,0.000,939.224,586.402,321.601,454.269,0.775,0.0279,18.1969,29.1,6.5,-0.464,-0.477,-0.583,-0.553,55.62,106058.46,0.05%,294.0000,4.0312,266.0000,1.4922,294.0000,314.0000,55.3,40008.4
